rfid_uid,Book Number ,Title,Author ,Ed./Vol.,Publisher place,Publisher,Year,Page(s),Class No.,Programme/ Dicipline,,,,Withdrawn Date,Remarks,ISBN /ISSN,Subject,Text/Reference,"Depriciated value
(Till 01-04-2022)"
B6915,Element of chemical reaction,Fogler H.Scott,2nd,New Delhi, Pearson india Education Services Pvt. Ltd.,2017,PB.P.1080,660.28 FOR,Chemical Engineering (B.Tech),,,,,Chemical Engineering Coordinator,9.78933E+12,"Chemical engineering, Thermodynamics",,
B6916,Element of chemical reaction,Fogler H.Scott,2nd,New Delhi, Pearson india Education Services Pvt. Ltd.,2017,PB.P.1080,660.28 FOR,Chemical Engineering (B.Tech),,,,,Chemical Engineering Coordinator,9.78933E+12,"Chemical engineering, Thermodynamics",,
B6917,Element of chemical reaction,Fogler H.Scott,2nd,New Delhi, Pearson india Education Services Pvt. Ltd.,2017,PB.P.1080,660.28 FOR,Chemical Engineering (B.Tech),,,,,Chemical Engineering Coordinator,9.78933E+12,"Chemical engineering, Thermodynamics",,
B6918,Element of chemical reaction,Fogler H.Scott,2nd,New Delhi, Pearson india Education Services Pvt. Ltd.,2017,PB.P.1080,660.28 FOR,Chemical Engineering (B.Tech),,,,,Chemical Engineering Coordinator,9.78933E+12,"Chemical engineering, Thermodynamics",,
B6919,Plant Utilities: For second year diploma in chemical engineering group,"Dhone, D. B.",1st,Pune ,Nirali Prakashan,2018,P177,621 DHO,Chemical Engineering (B.Tech),,,,,Priyanka Pandya,9.78939E+12,"Plant engineering, Plant maintenance",,
B6920,Plant Utilities: For second year diploma in chemical engineering group,"Dhone, D. B.",1st,Pune ,Nirali Prakashan,2018,P177,621 DHO,Chemical Engineering (B.Tech),,,,,Priyanka Pandya,9.78939E+12,"Plant engineering, Plant maintenance",,
B6921,Plant Utilities: For second year diploma in chemical engineering group,"Dhone, D. B.",1st,Pune ,Nirali Prakashan,2018,P177,621 DHO,Chemical Engineering (B.Tech),,,,,Priyanka Pandya,9.78939E+12,"Plant engineering, Plant maintenance",,
B6922,Plant Utilities: For second year diploma in chemical engineering group,"Dhone, D. B.",1st,Pune ,Nirali Prakashan,2018,P177,621 DHO,Chemical Engineering (B.Tech),,,,,Priyanka Pandya,9.78939E+12,"Plant engineering, Plant maintenance",,
B6923,Plant Utilities: For second year diploma in chemical engineering group,"Dhone, D. B.",1st,Pune ,Nirali Prakashan,2018,P177,621 DHO,Chemical Engineering (B.Tech),,,,,Priyanka Pandya,9.78939E+12,"Plant engineering, Plant maintenance",,
B6924,Programming In ANSI ,E Balagurusamy,8th,New delhi,TatA Mcgrawhill,2024,PB.P549,005.133 BAL,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78935E+12,COMPUTER LANGUAGE: PROGRAMMING,,
B6925,Programming In ANSI ,E Balagurusamy,8th,New delhi,TatA Mcgrawhill,2024,PB.P549,005.133 BAL,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78935E+12,COMPUTER LANGUAGE: PROGRAMMING,,
B6926,Programming In ANSI ,E Balagurusamy,8th,New delhi,TatA Mcgrawhill,2024,PB.P549,005.133 BAL,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78935E+12,COMPUTER LANGUAGE: PROGRAMMING,,
B6927,Programming In ANSI ,E Balagurusamy,8th,New delhi,TatA Mcgrawhill,2024,PB.P549,005.133 BAL,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78935E+12,COMPUTER LANGUAGE: PROGRAMMING,,
B6928,Object Oriented Programming Using C++ and Java ,E Balagurusamy,8th,Chennai,TatA Mcgrawhill,2024,PB.P.478,005.133 BAL,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78939E+12,"Object-oriented programming languages, C++ , JAVA, (Computer program language), Object-oriented methods (Computer science)",,
B6929,Object Oriented Programming Using C++ and Java ,E Balagurusamy,8th,Chennai,TatA Mcgrawhill,2024,PB.P.478,005.133 BAL,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78939E+12,"Object-oriented programming languages, C++ , JAVA, (Computer program language), Object-oriented methods (Computer science)",,
B6930,Object Oriented Programming Using C++ and Java ,E Balagurusamy,8th,Chennai,TatA Mcgrawhill,2024,PB.P.478,005.133 BAL,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78939E+12,"Object-oriented programming languages, C++ , JAVA, (Computer program language), Object-oriented methods (Computer science)",,
B6931,Object Oriented Programming Using C++ and Java ,E Balagurusamy,8th,Chennai,TatA Mcgrawhill,2024,PB.P.478,005.133 BAL,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78939E+12,"Object-oriented programming languages, C++ , JAVA, (Computer program language), Object-oriented methods (Computer science)",,
B6932,Computer System Architecture,"Mano, M. Morris; Mall, Rajib",3rd,Noida ,  Pearson Education,2017,PB.P.586,001.64 MAN,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78933E+12,"Electronic digital computers, Computer architecture",,
B6933,Computer System Architecture,"Mano, M. Morris; Mall, Rajib",3rd,Noida ,  Pearson Education,2017,PB.P.586,001.64 MAN,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78933E+12,"Electronic digital computers, Computer architecture",,
B6934,Computer System Architecture,"Mano, M. Morris; Mall, Rajib",3rd,Noida ,  Pearson Education,2017,PB.P.586,001.64 MAN,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78933E+12,"Electronic digital computers, Computer architecture",,
B6935,Computer System Architecture,"Mano, M. Morris; Mall, Rajib",3rd,Noida ,  Pearson Education,2017,PB.P.586,001.64 MAN,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78933E+12,"Electronic digital computers, Computer architecture",,
B6936,Computer System Architecture,"Mano, M. Morris; Mall, Rajib",3rd,Noida ,  Pearson Education,2017,PB.P.586,001.64 MAN,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78933E+12,"Electronic digital computers, Computer architecture",,
B6937,Computer System Architecture,"Mano, M. Morris; Mall, Rajib",3rd,Noida ,  Pearson Education,2017,PB.P.586,001.64 MAN,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78933E+12,"Electronic digital computers, Computer architecture",,
B6938,Computer System Architecture,"Mano, M. Morris; Mall, Rajib",3rd,Noida ,  Pearson Education,2017,PB.P.586,001.64 MAN,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78933E+12,"Electronic digital computers, Computer architecture",,
B6939,Computer System Architecture,"Mano, M. Morris; Mall, Rajib",3rd,Noida ,  Pearson Education,2017,PB.P.586,001.64 MAN,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78933E+12,"Electronic digital computers, Computer architecture",,
B6940,Computer System Architecture,"Mano, M. Morris; Mall, Rajib",3rd,Noida ,  Pearson Education,2017,PB.P.586,001.64 MAN,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78933E+12,"Electronic digital computers, Computer architecture",,
B6941,Computer System Architecture,"Mano, M. Morris; Mall, Rajib",3rd,Noida ,  Pearson Education,2017,PB.P.586,001.64 MAN,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78933E+12,"Electronic digital computers, Computer architecture",,
B6942,GATE-2024 Computer Science-IT Previous Solved Papers ,MADE EASY Editorial Board,,New delhi,MADE EASY Editorial Board,2024,,004 MAD,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.7894E+12,"Computer Science-IT Solved Papers, GATE",,
B6943,GATE-2024 Computer Science-IT Previous Solved Papers ,MADE EASY Editorial Board,,New delhi,MADE EASY Editorial Board,2024,,004 MAD,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.7894E+12,"Computer Science-IT Solved Papers, GATE",,
B6944,GATE-2024 Computer Science-IT Previous Solved Papers ,MADE EASY Editorial Board,,New delhi,MADE EASY Editorial Board,2024,,004 MAD,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.7894E+12,"Computer Science-IT Solved Papers, GATE",,
B6945,GATE-2024 Computer Science-IT Previous Solved Papers ,MADE EASY Editorial Board,,New delhi,MADE EASY Editorial Board,2024,,004 MAD,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.7894E+12,"Computer Science-IT Solved Papers, GATE",,
B6946,GATE-2024 Computer Science-IT Previous Solved Papers ,MADE EASY Editorial Board,,New delhi,MADE EASY Editorial Board,2024,,004 MAD,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.7894E+12,"Computer Science-IT Solved Papers, GATE",,
B6947,Advanced Data Structures ,Peter Brass,,SINGAPORE ,Cambridge ,2016,,005.1 BRA,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78111E+12,COMPUTER SCIENCE; Data Sructures,,
B6948,Advanced Data Structures ,Peter Brass,,SINGAPORE ,Cambridge ,2016,,005.1 BRA,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78111E+12,COMPUTER SCIENCE; Data Sructures,,
B6949,Advanced Data Structures ,Peter Brass,,SINGAPORE ,Cambridge ,2016,,005.1 BRA,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78111E+12,COMPUTER SCIENCE; Data Sructures,,
B6950,Introduction to quantum mechanics ,"Griffiths, David J",3rd,Noida,Pearson,2024,PB.P.480,530.12 GRI,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78111E+12,Quantum mechanics: Physics,,
B6951,Introduction to quantum mechanics ,"Griffiths, David J",3rd,Noida,Pearson,2024,PB.P.480,530.12 GRI,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78111E+12,Quantum mechanics: Physics,,
B6952,Research Methodology:,C. R. Kothari,5TH,New delhi,New Age International Limited,2024,PB.P.455,658.4 KOT,Management (BBA),,,,,BBA Cordinator,9.78939E+12,Defining The Research Problem | Testing of Hypothesis,,
B6953,Research Methodology:,C. R. Kothari,5TH,New delhi,New Age International Limited,2024,PB.P.455,658.4 KOT,Management (BBA),,,,,BBA Cordinator,9.78939E+12,Defining The Research Problem | Testing of Hypothesis,,
B6954,Research Methodology:,C. R. Kothari,5TH,New delhi,New Age International Limited,2024,PB.P.455,658.4 KOT,Management (BBA),,,,,BBA Cordinator,9.78939E+12,Defining The Research Problem | Testing of Hypothesis,,
B6955,Operation Research Theory And Applications,J. K.Sharma,6TH,Bangloru,Trinity Press,2017,PB.P.943,658.4034 SHA,Management (BBA),,,,,BBA Cordinator,9.78939E+12,Linear Programming:Applications And Model Forulation | Sensitivity Analysis In Liner Programing | Bounded Variabels LP Problem | Replacement And Maintenance Models,,
B6956,Operation Research Theory And Applications,J. K.Sharma,6TH,Bangloru,Trinity Press,2017,PB.P.943,658.4034 SHA,Management (BBA),,,,,BBA Cordinator,9.78939E+12,Linear Programming:Applications And Model Forulation | Sensitivity Analysis In Liner Programing | Bounded Variabels LP Problem | Replacement And Maintenance Models,,
B6957,Operation Research Theory And Applications,J. K.Sharma,6TH,Bangloru,Trinity Press,2017,PB.P.943,658.4034 SHA,Management (BBA),,,,,BBA Cordinator,9.78939E+12,Linear Programming:Applications And Model Forulation | Sensitivity Analysis In Liner Programing | Bounded Variabels LP Problem | Replacement And Maintenance Models,,
B6958,Operation Research Theory And Applications,J. K.Sharma,6TH,Bangloru,Trinity Press,2017,PB.P.943,658.4034 SHA,Management (BBA),,,,,BBA Cordinator,9.78939E+12,Linear Programming:Applications And Model Forulation | Sensitivity Analysis In Liner Programing | Bounded Variabels LP Problem | Replacement And Maintenance Models,,
B6959,Ananthanarayan and Paniker's textbook of microbiology,"Ananthanarayan, R",12th,Hydrabad,University press,2024,PB.P.660,579 ANA,Biotechnology (M.Sc),,,,,MSc Cordinaror,9.78939E+12,Medical microbiology : Microbiology,,
B6960,Ananthanarayan and Paniker's textbook of microbiology,"Ananthanarayan, R",12th,Hydrabad,University press,2024,PB.P.660,579 ANA,Biotechnology (M.Sc),,,,,MSc Cordinaror,9.78939E+12,Medical microbiology : Microbiology,,
B6961,Ananthanarayan and Paniker's textbook of microbiology,"Ananthanarayan, R",12th,Hydrabad,University press,2024,PB.P.660,579 ANA,Biotechnology (M.Sc),,,,,MSc Cordinaror,9.78939E+12,Medical microbiology : Microbiology,,
B6962,Ananthanarayan and Paniker's textbook of microbiology,"Ananthanarayan, R",12th,Hydrabad,University press,2024,PB.P.660,579 ANA,Biotechnology (M.Sc),,,,,MSc Cordinaror,9.78939E+12,Medical microbiology : Microbiology,,
B6963,Ananthanarayan and Paniker's textbook of microbiology,"Ananthanarayan, R",12th,Hydrabad,University press,2024,PB.P.660,579 ANA,Biotechnology (M.Sc),,,,,MSc Cordinaror,9.78939E+12,Medical microbiology : Microbiology,,
B6964,Organic Synthesis: Through Disconnection Approach ,"Kalsi, P.S",3rd,Newdelhi,Medtech,2023,PB.P.465,547.2 KAL,Chemistry (B.Sc),,,,,BSc Cordinator,9.78939E+12,Elimination reactions | Organic,,
B6965,Organic Synthesis: Through Disconnection Approach ,"Kalsi, P.S",3rd,Newdelhi,Medtech,2023,PB.P.465,547.2 KAL,Chemistry (B.Sc),,,,,BSc Cordinator,9.78939E+12,Elimination reactions | Organic,,
B6966,Organic Synthesis: Through Disconnection Approach ,"Kalsi, P.S",3rd,Newdelhi,Medtech,2023,PB.P.465,547.2 KAL,Chemistry (B.Sc),,,,,BSc Cordinator,9.78939E+12,Elimination reactions | Organic,,
B6967,Organic Synthesis: Through Disconnection Approach ,"Kalsi, P.S",3rd,Newdelhi,Medtech,2023,PB.P.465,547.2 KAL,Chemistry (B.Sc),,,,,BSc Cordinator,9.78939E+12,Elimination reactions | Organic,,
B6968,Organic Synthesis: Through Disconnection Approach ,"Kalsi, P.S",3rd,Newdelhi,Medtech,2023,PB.P.465,547.2 KAL,Chemistry (B.Sc),,,,,BSc Cordinator,9.78939E+12,Elimination reactions | Organic,,
B6969,Chemistry of organic natural products Vol.II ,"Agarwal, O.P",,Meerut,Krishna,2017,PB.P.556,547 AGA,Chemistry (B.Sc),,,,,BSc Cordinator,9.78939E+12,Natural products : Organic chemistry,,
B6970,Chemistry of organic natural products Vol.II ,"Agarwal, O.P",,Meerut,Krishna,2017,PB.P.556,547 AGA,Chemistry (B.Sc),,,,,BSc Cordinator,9.78939E+12,Natural products : Organic chemistry,,
B6971,Chemistry of organic natural products Vol.II ,"Agarwal, O.P",,Meerut,Krishna,2017,PB.P.556,547 AGA,Chemistry (B.Sc),,,,,BSc Cordinator,9.78939E+12,Natural products : Organic chemistry,,
B6972,Chemistry of organic natural products Vol.II ,"Agarwal, O.P",,Meerut,Krishna,2017,PB.P.556,547 AGA,Chemistry (B.Sc),,,,,BSc Cordinator,9.78939E+12,Natural products : Organic chemistry,,
B6973,Chemistry of organic natural products Vol.II ,"Agarwal, O.P",,Meerut,Krishna,2017,PB.P.556,547 AGA,Chemistry (B.Sc),,,,,BSc Cordinator,9.78939E+12,Natural products : Organic chemistry,,
B6974,Heat and Mass Transfer:,"Cengel, Yunus",,Chennai, McGraw Hill Education Pvt Ltd,2017,PB.P.945,621.4022 CEN,Chemical Engineering (B.Tech),,,,,,9.78126E+12,Heat and Mass | Heat Conduction Equation | Transient Heat Conduction,,
B6975,Heat and Mass Transfer:,"Cengel, Yunus",,Chennai, McGraw Hill Education Pvt Ltd,2017,PB.P.945,621.4022 CEN,Chemical Engineering (B.Tech),,,,,,9.78126E+12,Heat and Mass | Heat Conduction Equation | Transient Heat Conduction,,
B6976,Heat and Mass Transfer:,"Cengel, Yunus",,Chennai, McGraw Hill Education Pvt Ltd,2017,PB.P.945,621.4022 CEN,Chemical Engineering (B.Tech),,,,,,9.78126E+12,Heat and Mass | Heat Conduction Equation | Transient Heat Conduction,,
B6977,Heat and Mass Transfer:,"Cengel, Yunus",,Chennai, McGraw Hill Education Pvt Ltd,2017,PB.P.945,621.4022 CEN,Chemical Engineering (B.Tech),,,,,,9.78126E+12,Heat and Mass | Heat Conduction Equation | Transient Heat Conduction,,
B6978,Heat and Mass Transfer:,"Cengel, Yunus",,Chennai, McGraw Hill Education Pvt Ltd,2017,PB.P.945,621.4022 CEN,Chemical Engineering (B.Tech),,,,,,9.78126E+12,Heat and Mass | Heat Conduction Equation | Transient Heat Conduction,,
B6979,Chemical Engineering for GATE: 2024,"Prasad, Dr. Ram ",8th,New Delhi, Khanna Publisher,2021,PB.P.999,660 PRA,Chemical Engineering (B.Tech),,,,,Chemical Coordinator,9.78817E+12,"Chemical engineering, GATE Papers with solution",,
B6980,Chemical Engineering for GATE: 2024,"Prasad, Dr. Ram ",8th,New Delhi, Khanna Publisher,2021,PB.P.999,660 PRA,Chemical Engineering (B.Tech),,,,,Chemical Coordinator,9.78817E+12,"Chemical engineering, GATE Papers with solution",,
B6981,Introduction to spectroscopy,"Donald, L. Pavia",5th,New Delhi, Cengage learning,2019,PB.P.689,543.5 DON,Biotechnology (B.Sc),,,,,BSc Cordinator,9.78813E+12,Infrared spectroscopy | Mass spectrometry,,
B6982,Introduction to spectroscopy,"Donald, L. Pavia",5th,New Delhi, Cengage learning,2019,PB.P.689,543.5 DON,Biotechnology (B.Sc),,,,,BSc Cordinator,9.78813E+12,Infrared spectroscopy | Mass spectrometry,,
B6983,Introduction to spectroscopy,"Donald, L. Pavia",5th,New Delhi, Cengage learning,2019,PB.P.689,543.5 DON,Biotechnology (B.Sc),,,,,BSc Cordinator,9.78813E+12,Infrared spectroscopy | Mass spectrometry,,
B6984,Introduction to spectroscopy,"Donald, L. Pavia",5th,New Delhi, Cengage learning,2019,PB.P.689,543.5 DON,Biotechnology (B.Sc),,,,,BSc Cordinator,9.78813E+12,Infrared spectroscopy | Mass spectrometry,,
B6985,Introduction to spectroscopy,"Donald, L. Pavia",5th,New Delhi, Cengage learning,2019,PB.P.689,543.5 DON,Biotechnology (B.Sc),,,,,BSc Cordinator,9.78813E+12,Infrared spectroscopy | Mass spectrometry,,
B6986,"IPR, Biosafety and Bioethics ",Deepa Goel:Shomini Parashar,,New Delhi,Pearson,2013,PB.P.233,346 GOE,Biotechnology (M.Sc),,,,,MSc Coordinator,9.78813E+12,Biology : Biosafety; Bioethics,,
B6987,"IPR, Biosafety and Bioethics ",Deepa Goel:Shomini Parashar,,New Delhi,Pearson,2013,PB.P.233,346 GOE,Biotechnology (M.Sc),,,,,MSc Coordinator,9.78813E+12,Biology : Biosafety; Bioethics,,
B6988,"IPR, Biosafety and Bioethics ",Deepa Goel:Shomini Parashar,,New Delhi,Pearson,2013,PB.P.233,346 GOE,Biotechnology (M.Sc),,,,,MSc Coordinator,9.78813E+12,Biology : Biosafety; Bioethics,,
B6989,"IPR, Biosafety and Bioethics ",Deepa Goel:Shomini Parashar,,New Delhi,Pearson,2013,PB.P.233,346 GOE,Biotechnology (M.Sc),,,,,MSc Coordinator,9.78813E+12,Biology : Biosafety; Bioethics,,
B6990,"IPR, Biosafety and Bioethics ",Deepa Goel:Shomini Parashar,,New Delhi,Pearson,2013,PB.P.233,346 GOE,Biotechnology (M.Sc),,,,,MSc Coordinator,9.78813E+12,Biology : Biosafety; Bioethics,,
B6991,Stoichiometry,"Bhatt, Bharat I",1st,Chennai , McGraw Hill Education pvt ltd,2018,PB.P.723,541.26 BHA,Chemical Engineering (B.Tech),,,,,Chemical Coordinator,9.78935E+12,chemical engineering,,
B6992,Stoichiometry,"Bhatt, Bharat I",1st,Chennai , McGraw Hill Education pvt ltd,2018,PB.P.723,541.26 BHA,Chemical Engineering (B.Tech),,,,,Chemical Coordinator,9.78935E+12,chemical engineering,,
B6993,Stoichiometry,"Bhatt, Bharat I",1st,Chennai , McGraw Hill Education pvt ltd,2018,PB.P.723,541.26 BHA,Chemical Engineering (B.Tech),,,,,Chemical Coordinator,9.78935E+12,chemical engineering,,
B6994,Stoichiometry,"Bhatt, Bharat I",1st,Chennai , McGraw Hill Education pvt ltd,2018,PB.P.723,541.26 BHA,Chemical Engineering (B.Tech),,,,,Chemical Coordinator,9.78935E+12,chemical engineering,,
B6995,Stoichiometry,"Bhatt, Bharat I",1st,Chennai , McGraw Hill Education pvt ltd,2018,PB.P.723,541.26 BHA,Chemical Engineering (B.Tech),,,,,Chemical Coordinator,9.78935E+12,chemical engineering,,
B6996,Stoichiometry,"Bhatt, Bharat I",1st,Chennai , McGraw Hill Education pvt ltd,2018,PB.P.723,541.26 BHA,Chemical Engineering (B.Tech),,,,,Chemical Coordinator,9.78935E+12,chemical engineering,,
B6997,Stoichiometry,"Bhatt, Bharat I",1st,Chennai , McGraw Hill Education pvt ltd,2018,PB.P.723,541.26 BHA,Chemical Engineering (B.Tech),,,,,Chemical Coordinator,9.78935E+12,chemical engineering,,
B6998,Stoichiometry,"Bhatt, Bharat I",1st,Chennai , McGraw Hill Education pvt ltd,2018,PB.P.723,541.26 BHA,Chemical Engineering (B.Tech),,,,,Chemical Coordinator,9.78935E+12,chemical engineering,,
B6999,Stoichiometry,"Bhatt, Bharat I",1st,Chennai , McGraw Hill Education pvt ltd,2018,PB.P.723,541.26 BHA,Chemical Engineering (B.Tech),,,,,Chemical Coordinator,9.78935E+12,chemical engineering,,
B7000,Stoichiometry,"Bhatt, Bharat I",1st,Chennai , McGraw Hill Education pvt ltd,2018,PB.P.723,541.26 BHA,Chemical Engineering (B.Tech),,,,,Chemical Coordinator,9.78935E+12,chemical engineering,,
B7001,"HTML5 Black Book, Covers CSS3 Javascript, XML, XHTML, AJax, PHP And Jquery", DT,2nd,Newdelhi,Dreamtech press,2019,PB.P.1219,005.133 DTE,BCA,,,,,CSE Coordinator,9.78935E+12,"HTML (Document markup language), JavaScript (Computer program language), Internet programming",,
B7002,"HTML5 Black Book, Covers CSS3 Javascript, XML, XHTML, AJax, PHP And Jquery", DT,2nd,Newdelhi,Dreamtech press,2019,PB.P.1219,005.133 DTE,BCA,,,,,CSE Coordinator,9.78935E+12,"HTML (Document markup language), JavaScript (Computer program language), Internet programming",,
B7003,"HTML5 Black Book, Covers CSS3 Javascript, XML, XHTML, AJax, PHP And Jquery", DT,2nd,Newdelhi,Dreamtech press,2019,PB.P.1219,005.133 DTE,BCA,,,,,CSE Coordinator,9.78935E+12,"HTML (Document markup language), JavaScript (Computer program language), Internet programming",,
B7004,"HTML5 Black Book, Covers CSS3 Javascript, XML, XHTML, AJax, PHP And Jquery", DT,2nd,Newdelhi,Dreamtech press,2019,PB.P.1219,005.133 DTE,BCA,,,,,CSE Coordinator,9.78935E+12,"HTML (Document markup language), JavaScript (Computer program language), Internet programming",,
B7005,Introduction to IoT analytics ,"Perros, Harry G",,Boca Raton ,"CRC press, ",2021,PB.P.354,004.68 PER,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78037E+12,Probability theory | Exponential variables | Simulation techniques | Linear regression | Artificial networks,,
B7006,Organic synthesis ,"SIngh, Jagdamba: L.D.S. Yadav: Jaya Singh",17th,Meerut,Pragati Prakashan,2022,Pb.P.832,547.2 SIN,Chemistry (M.Sc),,,,,,93555315743,Elimination reactions | Organic,,
B7007,Bootstrap : Responsive Web Development ,Spurlock Jake,,Mumbai,Shroff publishers ,2019,p. iii 105,005.133 JAK,BCA,,,,,,9.78935E+12,Bootstrap Javascript Plugins | Bootstrap Layout Components,,
B7008,Bootstrap : Responsive Web Development ,Spurlock Jake,,Mumbai,Shroff publishers ,2019,p. iii 105,005.133 JAK,BCA,,,,,,9.78935E+12,Bootstrap Javascript Plugins | Bootstrap Layout Components,,
B7009,Bootstrap : Responsive Web Development ,Spurlock Jake,,Mumbai,Shroff publishers ,2019,p. iii 105,005.133 JAK,BCA,,,,,,9.78935E+12,Bootstrap Javascript Plugins | Bootstrap Layout Components,,
B7010,Bootstrap : Responsive Web Development ,Spurlock Jake,,Mumbai,Shroff publishers ,2019,p. iii 105,005.133 JAK,BCA,,,,,,9.78935E+12,Bootstrap Javascript Plugins | Bootstrap Layout Components,,
B7011,Discrete mathematical structures ,"Kolman, Bernard:Ross, Sharon Cutler",6th,Delhi,PHi,2009,PB.P.522,511.1 KOL,BCA,,,,,,9.78812E+12,Finite mathematics | Discrete mathematics,,
B7012,Discrete mathematical structures ,"Kolman, Bernard:Ross, Sharon Cutler",6th,Delhi,PHi,2009,PB.P.522,511.1 KOL,BCA,,,,,,9.78812E+12,Finite mathematics | Discrete mathematics,,
B7013,Discrete mathematical structures ,"Kolman, Bernard:Ross, Sharon Cutler",6th,Delhi,PHi,2009,PB.P.522,511.1 KOL,BCA,,,,,,9.78812E+12,Finite mathematics | Discrete mathematics,,
B7014,Discrete mathematical structures ,"Kolman, Bernard:Ross, Sharon Cutler",6th,Delhi,PHi,2009,PB.P.522,511.1 KOL,BCA,,,,,,9.78812E+12,Finite mathematics | Discrete mathematics,,
B7015,JavaScript: The Definitive Guide ,David Flanagan,7th,u.s,O rially Media,2024,,5.2762 FA,BCA,,,,,,9.7806E+12,"Scripted HTTP and Ajax XML processing Client-side graphics using the canvas tag Namespaces in JavaScript--essential when writing complex programs Classes, closures, persistence, Flash, and JavaScript embedded in Java applications Show and hide more",,
B7016,JavaScript: The Definitive Guide ,David Flanagan,7th,u.s,O rially Media,2024,,5.2762 FA,BCA,,,,,,9.7806E+12,"Scripted HTTP and Ajax XML processing Client-side graphics using the canvas tag Namespaces in JavaScript--essential when writing complex programs Classes, closures, persistence, Flash, and JavaScript embedded in Java applications Show and hide more",,
B7017,JavaScript: The Definitive Guide ,David Flanagan,7th,u.s,O rially Media,2024,,5.2762 FA,BCA,,,,,,9.7806E+12,"Scripted HTTP and Ajax XML processing Client-side graphics using the canvas tag Namespaces in JavaScript--essential when writing complex programs Classes, closures, persistence, Flash, and JavaScript embedded in Java applications Show and hide more",,
B7018,JavaScript: The Definitive Guide ,David Flanagan,7th,u.s,O rially Media,2024,,5.2762 FA,BCA,,,,,,9.7806E+12,"Scripted HTTP and Ajax XML processing Client-side graphics using the canvas tag Namespaces in JavaScript--essential when writing complex programs Classes, closures, persistence, Flash, and JavaScript embedded in Java applications Show and hide more",,
B7019,HTML5 & CSS3 for the Real World,"Alexis Goldstein, Louis Lazaris, Estelle Weyl",2nd,Mumbai,Shroff publishers ,2015,PB.P.367,005.133 ALE,BCA,,,,,,9.78935E+12,HTML5 & CSS,,
B7020,HTML5 & CSS3 for the Real World,"Alexis Goldstein, Louis Lazaris, Estelle Weyl",2nd,Mumbai,Shroff publishers ,2015,PB.P.367,005.133 ALE,BCA,,,,,,9.78935E+12,HTML5 & CSS,,
B7021,HTML5 & CSS3 for the Real World,"Alexis Goldstein, Louis Lazaris, Estelle Weyl",2nd,Mumbai,Shroff publishers ,2015,PB.P.367,005.133 ALE,BCA,,,,,,9.78935E+12,HTML5 & CSS,,
B7022,HTML5 & CSS3 for the Real World,"Alexis Goldstein, Louis Lazaris, Estelle Weyl",2nd,Mumbai,Shroff publishers ,2015,PB.P.367,005.133 ALE,BCA,,,,,,9.78935E+12,HTML5 & CSS,,
B7023,Stat Labs: Mathematical statistics through applications ,"Nolan, Deborah:Terry. Speed",,Newyork,Springer,2000,PB.P.282,519.5 NOL,BCA,,,,,,387989749,Mathematical Statistic: Speed TP,,
B7024,Stat Labs: Mathematical statistics through applications ,"Nolan, Deborah:Terry. Speed",,Newyork,Springer,2000,PB.P.282,519.5 NOL,BCA,,,,,,387989749,Mathematical Statistic: Speed TP,,
B7025,Leadership In Organization ,"Yukl, Gary A:Gardner William :Uppal, Nishant",9th,India,Pearson,2023,PB.P.538,658.4092 YUK,Management (BBA),,,,,,9.78939E+12,Decision making Leadership Organizational theory,,
B7026,Leadership In Organization ,"Yukl, Gary A:Gardner William :Uppal, Nishant",9th,India,Pearson,2023,PB.P.538,658.4092 YUK,Management (BBA),,,,,,9.78939E+12,Decision making Leadership Organizational theory,,
B7027,Agile Leadership Toolkit: Learning to Thrive with Self-Managing Teams ,Peter Koning: Dave West,20th,Chennai,Pearson,2020,PB.P.205,658.4092 PET,Management (BBA),,,,,,9.78935E+12,Decision making Leadership Organizational theory,,
